-2920,-1,12
-6063,0,9
-1475,-3,10
-6167,0,8
-533,-3,11
-4065,0,11
-6744,0,10
565,-2,9
-5990,0,9
-1677,-1,10
-1954,0,10
-4230,-1,10
-2101,0,10
2395,0,9
-2321,-1,10
-7836,0,12
-555,0,11
-4457,-2,6
501,-2,12
-5281,0,9
1065,-1,9
194,-1,9
-4136,0,8
1097,-2,11
-1043,1,8
-2403,-2,11
-2192,-1,8
-5731,0,10
-1900,-1,9
-1034,0,10
-4697,0,10
3140,-2,8
-612,1,10
-3215,0,9
-184,-3,13
-976,3,9
2017,-4,9
-259,1,10
2932,-1,9
-3074,0,9
-364,-2,7
-170,-1,8
-3637,1,10
-3563,0,12
-3950,-1,10
889,1,8
-3743,-2,9
-5760,0,11
-2984,-1,10
-4091,0,10
-4634,-1,12
-914,0,7
-2501,0,10
-4543,0,9
-483,0,10
3394,-1,9
-2450,0,9
1017,0,9
-2696,0,10
3197,-1,8
-833,-2,8
-6320,1,11
-2319,-2,11
-5033,0,10
-2277,0,9
4558,-2,9
-5012,0,11
-2083,-1,10
623,0,11
-2478,0,6
1456,-2,10
-959,-1,9
-8055,0,10
-177,-2,9
-212,-1,8
-3199,0,10
-1184,0,10
-6029,1,8
2572,-3,9
-2419,0,8
-3082,0,10
261,0,9
-5429,0,10
659,-2,7
437,0,9
-315,-1,10
-314,1,9
1341,-1,11
-3232,0,8
428,-2,10
-2572,0,8
-1237,-2,11
91,1,8
455,-1,9
-1896,0,9
-1133,0,8
-606,-1,10
-2678,0,9
-972,0,7
-945,0,9
-197,0,9
-1269,1,8
2710,-2,10
-2913,0,10
2076,0,8
-3273,0,11
-130,-1,9
-1126,-1,9
-6816,-1,11
-5355,-1,9
-4101,-3,11
-7888,2,9
136,-4,10
-4244,0,8
-2847,-1,9
-322,-1,9
-5699,0,10
3146,0,7
-458,0,9
-2566,0,9
2954,-1,9
-2945,0,11
-997,0,9
5409,-2,8
-1630,-2,12
1906,0,8
-1935,0,9
1231,-3,9
-3605,0,10
-3283,-2,8
-4252,0,12
-1543,-1,8
-2839,0,8
3676,-2,9
185,2,8
-1563,-2,13
3673,0,5
-1670,-1,10
-2008,0,8
522,0,12
437,0,10
1198,0,9
-255,-2,11
-3070,0,10
-435,0,8
2696,0,12
-2891,0,8
2220,-1,9
-7299,0,10
-8053,0,12
3488,-2,7
-4660,-1,9
1790,-1,8
-545,0,10
-5111,0,10
1830,0,8
4108,-3,9
-5498,1,9
402,0,11
2466,-2,12
-5957,1,9
5681,-3,9
297,-1,9
-6684,1,11
834,-3,12
-2597,0,9
-3130,-2,11
-5303,1,10
-2378,-1,11
2109,-1,9
-2909,-1,8
2047,-1,9
1789,0,10
-6602,0,12
-278,-1,6
2857,-1,9
-3814,0,7
1229,-1,11
-5542,0,11
-6265,-2,10
1920,-2,9
-3988,0,4
-5949,-2,10
-5261,2,9
1679,-4,9
-2450,1,7
-3713,0,9
3119,-1,8
-3208,0,11
-5094,0,8
3251,-3,8
-3210,2,7
-4522,-1,11
4198,-2,11
-6460,2,6
1005,-4,11
-5578,2,10
-2309,-1,9
2572,0,8
-2416,-1,11
-2533,-1,10
-2291,0,10
-5195,-1,12
1508,-1,6
-801,0,9
-614,0,10
-1366,0,9
3490,0,8
-1391,0,9
686,-1,9
686,0,8
-1779,0,9
-4549,-1,10
-860,-2,9
-2795,0,8
-1118,0,9
-3074,-1,11
-4189,0,8
798,-1,9
-1941,0,8
-4482,0,10
1713,0,8
-1359,0,10
-3510,-1,9
-4434,0,10
-4556,-1,9
-3081,0,12
-395,-1,7
-3231,-2,12
-2069,0,8
-5314,0,12
-963,-1,11
4595,0,6
-1337,-1,10
-808,0,10
-1148,0,11
3025,0,6
558,0,12
-1324,-1,9
462,0,8
2721,0,10
-5345,0,11
2380,2,7
569,-1,13
3763,0,9
56,0,9
182,0,8
5678,-4,13
-2808,2,6
-534,-1,12
-5683,-3,12
-10243,2,7
5544,-6,11
-6720,3,8
-4244,-1,12
831,-1,8
-7604,0,9
-1536,-1,8
1854,-3,9
-6855,3,8
697,-1,11
-538,-1,10
-2584,2,7
6237,-4,10
-4320,-2,11
4061,0,8
-3171,-3,12
-2425,0,6
-2860,0,12
-5101,-1,12
-3888,1,9
4500,-3,8
-4791,0,8
-3929,-1,12
1267,0,10
-8790,-2,11
-1403,-2,8
-913,-1,7
-4425,0,11
-366,-1,8
702,2,8
-545,-1,8
4182,-2,9
-3380,-2,9
1992,0,11
-7163,-1,10
-2558,-1,7
-638,-2,10
-13172,2,11
-227,-5,12
-666,1,7
-5319,0,8
2046,-3,12
-8760,2,8
-3036,-1,8
2302,-2,10
-6515,1,7
660,-1,9
4502,0,8
-6244,1,10
2692,-3,8
-2647,0,10
-1482,0,10
-2174,-2,10
-6703,0,9
-460,-1,8
564,0,9
-3357,0,11
755,0,8
1399,-2,11
-2957,0,9
-2202,0,10
103,-2,11
-7347,1,11
2059,-3,8
-2157,0,9
-6668,0,9
1031,0,10
-1340,0,11
-1253,0,10
-1859,-1,9
-8951,0,10
2424,-1,7
-5853,-1,11
-2259,0,7
1423,-1,10
-6286,0,8
-430,-1,9
1324,-1,10
-5883,2,10
-593,-3,12
-5726,0,9
-5375,-1,9
2833,-3,10
-5052,1,9
-644,-1,11
2333,0,10
-564,-3,8
2592,0,10
-3028,1,8
