-2543,0,8
-4498,1,7
-3872,0,11
-5814,0,6
-4563,1,9
-5682,0,8
-6385,1,9
-6224,0,7
-967,0,7
-9644,0,11
-2818,1,9
-6624,0,10
-2808,0,8
-3835,0,11
-1920,0,11
-4639,0,11
3362,0,9
-3944,-1,11
-1877,0,10
1271,1,12
-8820,-2,8
-227,1,9
-4061,0,11
-2909,0,9
-4687,0,9
-3932,0,5
-9138,0,11
-2355,1,8
-5133,0,8
-6356,0,7
-4816,1,9
-4361,0,8
-4871,0,9
-7149,0,10
565,0,10
-5764,0,12
2078,0,9
-6150,-2,10
5170,0,9
-1338,-1,13
-381,-1,9
872,1,9
-2892,-1,9
-3172,0,9
1462,2,11
-6367,0,9
-2207,0,7
-4160,2,8
-10034,0,9
-2764,2,6
-11984,1,11
-2354,0,5
-10291,1,8
-4675,1,8
-4682,-1,8
-2836,1,11
-2573,-1,10
-3548,0,9
-122,0,9
-2067,-2,11
-1418,1,12
481,0,12
-2337,-2,10
3103,0,8
-5958,-1,13
1717,0,8
-4404,1,11
-3782,-1,9
-296,0,8
-7907,0,11
-1417,0,8
-5104,0,8
-9717,0,8
-583,0,9
-7586,0,7
-853,1,7
-10911,0,10
-4230,0,9
-2571,0,9
-3928,0,10
-3834,0,10
-786,0,10
-3678,0,10
945,0,11
-1022,0,12
981,0,9
-4698,-1,10
3296,1,9
-7244,-1,11
-2201,0,8
1263,2,8
-11259,-2,11
-2216,2,9
-5076,-1,8
-3480,1,8
-7687,1,10
-6884,0,7
-5345,1,8
-6107,0,9
-5446,0,9
-3482,1,9
-5317,0,11
2797,-1,8
-6964,0,11
2133,0,11
-73,-1,9
-4705,-1,11
6279,1,9
-5164,-1,13
419,0,8
315,0,7
-6855,-2,10
993,2,7
-6135,0,13
-5490,0,8
-4016,0,9
-7956,2,7
-8364,0,9
-4414,0,6
-4607,0,8
-11707,0,9
506,1,9
-6524,0,8
-6651,-1,9
674,1,9
-3165,0,12
-2665,0,10
1301,1,8
-4968,0,11
801,0,10
1336,1,13
-8196,-2,11
3965,0,5
-4647,-1,11
-2567,0,9
-192,0,10
-4839,0,8
-4577,0,8
-6508,1,9
-3474,0,7
-5556,0,7
-4246,1,10
-6127,0,8
-9444,0,9
1513,1,5
-8926,-1,11
-2050,0,9
-3885,0,12
-966,-2,8
-3073,0,11
1456,0,9
-3088,-1,12
1086,0,9
-3392,-1,12
-1585,0,9
-1110,0,9
-4029,-1,10
503,0,13
-8876,0,7
-9746,0,11
-6616,0,7
-3316,0,8
-7025,1,10
-10416,0,9
-1585,1,7
-7169,0,9
-9311,0,12
698,0,6
-6606,0,11
-4698,0,9
15,0,12
-3065,0,9
-3007,0,12
732,0,10
-2787,0,10
436,0,10
435,0,10
-5003,-1,11
-1138,0,7
-1141,0,8
-4445,-1,11
-1696,1,7
-9915,0,9
-3297,1,7
-7230,0,9
-5708,0,8
-5850,1,9
-7870,0,8
-3911,0,7
-8773,0,10
-504,0,9
-4252,-2,8
-2986,0,10
497,-1,12
-4597,0,9
-1043,0,12
1353,-1,8
-2531,0,13
-1190,0,11
-917,0,11
-4135,1,7
-3767,-1,11
-3078,0,6
-6799,0,12
-237,0,6
-7311,1,10
-7633,0,8
4978,2,6
-19646,-1,11
2121,2,5
-8931,0,13
-4691,0,6
-1926,1,11
-2881,0,6
-4018,0,10
-3387,-1,12
2007,1,12
-4795,0,8
-4587,0,13
2228,0,8
-4117,0,13
-50,0,7
-5375,-1,11
1426,1,7
-5477,-1,10
-6338,-1,6
