2010,2,6
-12177,0,13
-4659,2,6
-5427,2,7
-9000,-1,6
-2036,2,8
-6481,1,7
-4822,0,7
-4945,0,9
-4268,0,11
1090,0,10
-7046,-1,13
2420,0,7
-3226,0,12
97,-1,10
-1918,0,11
776,1,11
-642,0,11
-5190,-2,8
2065,1,9
-2240,0,13
-3038,0,8
-3978,2,9
-1525,0,5
-10389,0,11
3321,3,10
-9242,0,6
-4275,2,7
-7779,0,9
-3291,1,7
-6774,0,10
-3992,0,7
-4847,1,9
-7604,0,9
-1713,0,7
-6279,1,12
-2204,0,10
-5023,-1,11
-16,0,9
-335,0,13
-1265,-1,10
-1732,1,13
-425,-1,9
-37,0,10
-2280,0,11
-230,-1,9
82,0,11
-6618,0,11
-2751,1,8
-6226,0,10
-724,0,6
-4297,2,9
-10689,0,9
-1950,1,8
-7117,2,8
-3427,0,8
-6083,1,8
-3179,2,9
-8370,-1,11
-1948,1,7
-5757,0,11
-1212,-1,8
1325,0,12
-5044,-1,11
2740,-1,8
-3490,-1,11
1755,-1,12
1787,0,9
-2575,0,12
-2371,0,9
-1105,1,10
-3894,0,8
-4894,0,9
-4823,1,9
-1232,0,8
-7232,0,8
-1860,2,7
-6394,1,10
-6185,1,7
-6305,2,9
-3859,0,5
-6435,1,10
-2680,2,10
-7439,0,9
-2764,0,7
-2862,1,11
-3892,0,9
-3053,0,12
-1245,-1,10
926,0,11
-2497,-1,10
2711,0,10
-3432,0,10
1746,0,13
-4229,-1,6
-2423,1,10
-1477,0,10
-1075,0,9
-5152,1,10
-2321,0,5
-4573,0,9
-3119,2,10
-6662,0,5
-6153,2,9
-7152,0,8
-965,2,7
-9702,0,11
-1974,0,7
-4533,2,9
-7812,-1,9
-2845,0,10
-3668,1,10
-1978,1,13
-4870,-1,8
-6218,0,10
5617,0,9
-9790,-2,16
2031,1,9
1697,0,8
-7206,-2,10
3181,2,11
888,-2,8
-6145,2,9
-6100,0,9
-1039,0,8
-1300,2,8
-5248,0,8
-350,1,6
-9896,1,10
-5491,0,8
-6281,0,7
-2040,2,9
-7975,-1,8
-5594,1,8
-4235,1,10
-6165,-2,10
-3732,0,8
675,1,9
-7142,-3,11
2543,1,9
-3171,0,12
-1947,-3,8
2074,1,12
-4768,-1,9
-5035,0,11
-1803,0,10
-3378,0,9
-3637,0,9
-4827,-1,10
-1617,1,8
-8013,0,10
296,-1,6
-7609,0,9
-5496,1,10
-3066,0,8
-6974,1,9
-5915,0,8
-3351,0,7
-3608,2,9
-9205,0,10
594,1,7
-7141,0,9
-591,0,9
-3765,1,12
-357,0,11
-5122,0,9
-578,-1,12
-417,-1,8
160,0,13
-2772,-1,10
1764,0,10
-4180,0,9
-1520,0,9
-2180,1,11
-5421,1,9
-5226,0,9
-2947,1,6
-5113,1,10
-2620,1,7
-6763,0,9
-7223,1,8
-3907,1,8
-6263,0,8
-3651,1,9
-5956,1,9
-5337,0,8
-3708,1,10
-1733,0,8
-2909,0,13
-639,0,11
-1486,0,10
-4021,-2,10
3679,0,10
-5084,-2,15
1863,0,8
-2387,0,11
-2925,-1,7
1885,2,10
