-2464,0,10
971,0,9
-9043,2,12
4511,-2,9
-1201,0,8
-3301,2,9
2064,-1,11
2372,1,8
-1114,0,9
621,-2,11
-272,0,8
-1557,0,11
5024,-2,9
-5733,0,10
2686,0,7
-1274,0,11
-4589,1,11
-1455,0,8
2430,-1,9
-4505,1,10
-654,0,10
3092,0,10
1412,0,8
582,0,8
-481,0,8
-3302,0,11
3477,0,9
-2242,1,9
3569,0,8
-895,0,11
-715,0,10
199,0,10
-1381,-1,11
-3916,1,8
854,0,10
-2253,1,10
-1125,0,11
745,-1,9
-1209,0,11
-2865,0,10
361,0,8
-643,0,11
-1961,0,9
-994,0,9
557,0,9
-1398,0,10
3340,1,9
4022,-1,10
-2484,0,11
-2819,0,10
-3785,0,10
2467,0,8
-5940,0,10
-652,0,10
-2974,0,11
-4139,0,9
117,-1,8
-2005,0,8
-1692,0,10
-1168,0,11
-4868,0,9
4494,-1,8
-5548,0,9
401,0,10
-2406,0,10
-4184,3,10
3616,-2,10
-4221,0,9
-396,0,10
-4928,0,11
6055,0,7
334,-2,10
-5628,2,10
4957,-1,11
-4426,0,10
-3551,1,9
4369,-2,8
-5091,1,10
616,0,11
1033,-1,10
-967,1,9
2943,0,7
-320,-1,10
-6775,1,10
3132,0,10
99,-1,9
-5079,0,8
489,0,9
-1793,0,10
-6174,1,8
2238,-2,9
-6372,0,8
1515,0,11
-8752,2,11
4523,-1,8
-1704,0,8
-2136,1,8
2533,-1,11
-3677,1,10
-1243,0,10
2215,-1,8
-4509,1,9
-1328,0,10
1236,-1,11
-4098,0,10
-1253,0,7
2972,-1,9
-10193,2,12
1556,0,10
-7365,0,9
3513,-1,9
969,0,9
-5642,2,11
2976,-1,10
1633,0,8
-1483,0,8
3519,0,9
-4677,0,12
1913,1,7
2899,-1,10
-2594,0,9
-3388,1,8
9010,0,9
-6918,0,11
109,0,7
5748,-1,9
-5916,1,10
-1926,1,9
4685,-1,9
-6586,1,10
-2792,0,9
-4100,1,10
1892,-2,9
-1981,0,10
-2724,0,9
969,0,10
-5265,0,10
3282,-1,8
-3305,0,10
5,0,10
-5090,0,11
2391,1,8
1261,-1,11
-3127,0,6
939,0,12
-1291,0,10
-4105,0,11
3543,-2,9
-7263,1,9
4092,0,9
-163,0,11
-4480,0,8
5803,1,8
-3234,0,10
827,-1,11
-2139,1,9
4910,-1,9
715,-1,9
-5131,1,9
5059,-1,8
-1436,0,10
-6317,0,12
6007,-1,4
-8241,2,13
-2465,0,10
-3963,0,10
2911,0,7
-3460,-1,10
-5251,1,9
3288,0,10
-4413,0,9
-2701,-2,8
-5262,1,9
984,0,12
-840,0,10
-3772,0,9
4149,0,9
-2834,0,9
-1025,1,9
6986,0,9
-2736,0,11
766,1,7
1726,0,11
-5480,0,12
-66,1,7
6188,-2,10
-7582,1,8
4656,0,10
-879,0,11
-3538,0,11
6749,-3,8
-3391,0,7
-4017,0,12
1494,-1,9
-2178,1,9
998,-1,8
3205,0,9
-5549,-1,10
89,0,10
-5287,1,10
3350,-1,8
-803,1,9
-10865,3,11
10504,-4,8
-8401,1,10
-1826,0,9
1508,-1,9
-7959,3,10
-3408,0,9
3032,-2,10
-8829,2,9
-1848,0,10
2304,-1,10
-8974,2,8
3927,-1,8
3821,2,11
5763,0,8
680,-1,12
-6154,2,7
6877,-1,9
-4242,0,11
-6326,1,10
741,-2,10
-2250,0,9
-6985,2,9
4761,-1,9
-4318,0,12
-3880,0,8
4336,-2,10
-5279,0,10
-1454,0,8
3266,0,9
-6131,2,10
-49,0,7
4875,0,7
-5902,2,10
4677,0,11
-2045,1,8
1193,0,11
758,0,9
-5580,0,10
1211,-2,9
-3676,1,8
-1246,-1,12
-2402,0,8
-3219,1,10
1434,-2,9
-6099,0,10
-1768,0,9
-647,-1,9
-5013,0,11
-2163,0,9
1162,-1,9
-3878,1,8
-3899,0,10
8357,0,7
-1800,0,7
-869,1,12
1617,2,8
2930,-1,10
679,-2,10
-2628,2,7
3728,0,11
-5360,0,11
-1830,1,9
7296,-1,8
-5425,0,11
-6963,1,8
6040,-2,10
-4785,0,10
-2879,0,11
4978,-1,8
-3322,1,9
-999,0,10
7071,-1,8
-2823,0,11
3885,0,13
-1830,1,10
1030,0,7
3002,-2,11
-7509,0,9
1310,0,9
3054,0,12
-8024,1,10
4888,-2,8
-293,0,8
-5452,1,12
1377,-1,10
-959,1,11
759,-1,10
3033,-1,7
-2151,0,10
-2516,0,10
6046,0,9
-1520,1,10
2884,0,10
2746,1,12
-145,-1,9
445,-1,8
-3032,0,8
1707,-1,10
-3366,1,10
-3479,0,10
4079,-3,7
-4143,0,9
-2849,0,9
279,0,8
-5243,1,12
-2358,0,8
-98,-1,8
-8448,2,9
-2635,0,10
1712,0,9
-4731,0,9
-1459,0,8
-167,0,9
-2876,0,10
3972,-1,8
-2506,0,10
1612,0,10
-3139,0,12
-498,0,8
3568,0,9
-2223,0,11
-5375,1,10
2376,0,9
-1388,0,11
-4226,0,10
1483,0,8
-2493,0,11
-9401,2,11
2859,0,8
-3532,-1,11
-4446,0,8
1765,-1,10
-4798,0,9
683,0,9
-411,-1,11
-5728,1,8
1110,0,9
-2074,0,10
-3195,0,9
-5403,1,10
-1463,0,11
-1398,0,8
-2672,0,11
725,0,9
3948,0,9
-3471,0,11
-6520,0,9
3793,-1,8
-7903,0,10
