-91,2,9
-3316,0,9
-4344,1,11
-1180,2,9
-2604,0,9
-4243,2,10
-2267,0,9
-3558,2,8
-2903,0,10
-588,1,9
-99,0,8
-6424,2,10
-983,1,9
-2800,1,8
-3329,1,11
-4513,2,9
4293,0,8
-7687,2,10
-1104,2,10
-1968,0,9
-6499,2,11
2998,1,9
-2779,0,11
148,0,8
35,1,10
-5355,0,10
-1624,0,9
-3511,1,10
-4166,1,10
-2049,0,10
1223,0,9
-7576,1,11
-2018,1,10
5288,0,7
-9248,2,11
-610,1,10
1843,0,8
-9436,1,11
1377,1,9
7353,-2,6
-13048,3,11
629,0,10
819,0,12
-11668,2,8
-3964,2,7
-9289,1,12
5136,0,7
-6268,2,9
-2942,0,12
-995,2,8
-4401,0,9
-4131,1,11
-5237,2,9
1471,0,9
-7078,0,10
983,1,10
-678,0,8
-8524,1,10
1553,1,8
-6002,0,8
546,0,11
-2373,0,8
-3493,1,9
-5233,1,9
-1679,1,9
-3378,0,10
-706,0,10
-5912,0,9
-238,1,9
-1329,3,11
6829,-1,9
-5955,2,9
-5201,1,12
5179,0,7
-11837,3,10
-1675,0,11
2318,0,7
-7776,1,11
1029,0,9
-2898,1,7
-7746,2,10
195,0,8
-2516,2,8
-2583,-1,10
-5228,2,9
3397,0,7
-12697,2,10
-1319,0,6
576,1,12
1984,0,8
-3072,2,7
-7892,1,12
-1843,2,9
2027,0,7
-11349,2,12
5346,0,9
-8316,2,8
-5719,0,13
1028,0,7
-6256,2,10
1430,0,11
-6936,5,9
1545,0,9
-5631,1,10
467,2,10
-1699,1,8
-6505,2,11
820,1,9
-1131,0,8
-8474,1,12
2559,1,9
-6036,1,11
1266,0,7
-8094,2,10
2274,0,9
-4898,2,9
-706,0,10
-619,1,9
-9969,3,10
4286,0,9
-3389,1,8
-4743,1,12
2786,0,8
-8449,2,11
-766,0,11
4212,0,7
-10602,3,11
1953,0,10
-1156,1,8
-8213,1,12
4377,-1,9
-5746,0,11
1918,0,8
-3423,0,8
-7958,0,12
3591,1,7
-3527,0,8
-5740,0,11
505,2,7
-346,0,9
-9697,1,12
5530,0,8
-1248,0,8
-12721,3,12
6905,0,7
-5458,1,8
-3445,0,13
3955,1,7
-9218,2,10
998,0,9
-3026,2,8
-540,0,10
-5033,2,10
-536,2,8
-3170,0,10
-5249,2,8
-1371,0,10
-5317,1,10
1887,0,8
-4267,0,9
-5584,3,9
-2938,0,8
140,0,9
-5316,1,9
1098,0,8
-6114,1,8
-4995,2,9
-1065,0,9
